ingresos_ventas,activos,utilidad_neta,liquidez_corriente,ruc,certificada,nombre
1759133.49,482986.35,4963.89,0.31,1391875967001,0.0,LARVASLAB S.A.
1394427.9,2770227.41,287997.27,9.67,1391872984001,0.0,LOSABIOCORP CIA.LTDA.
136681.35,244417.49,71045.66,0.0,1391872976001,0.0,LARVAS Y CAMARONES MUÑOZ OLIVES LARCAMUOL S.A.
1563859.36,491814.87,124660.34,11.17,1391872992001,0.0,MUZEDCAM S.A.
279176.9,273072.63,40581.21,0.0,1391872968001,0.0,PRODUCCION Y SERVICIOS MUÑOZ BAZURTO ''PROSERMUB'' S.A.
232135.99,44512.18,1613.0,11.12,0791804493001,0.0,DIA&COMPAÑIA DE PRODUCCION DE CAMARON S.A.
2564210.06,615691.82,66336.18,1.77,1391873735001,0.0,FAMALPO S.A.S.
106636.28,47781.57,3227.99,1.12,0791805155001,0.0,CULTIVO ACUICOLA TANYANSU SAN ANTONIO CIA.LTDA.
20567.09,45188.7,499.71,1.02,0993214213001,0.0,CAMARONERA SAFANDO CAMSAFA S.A.
1427532.4,1687859.23,93972.66,2.25,1391903715001,0.0,CRIADEROS DEL NORTE S A CRINOR S.A.
2866207.92,2012805.27,118529.32,1.31,2490032137001,0.0,SANLAB BSO S.A.
523265.09,609507.8,30485.43,0.75,2490031696001,0.0,VITAMARINA S.A.
100000.0,144648.75,98084.2,11.08,0993195987001,0.0,SEICAM S.A.
4624761.92,9127651.58,52831.48,13.59,0791821096001,0.0,EMPRESA AQUASHRIMPS S.A.
5659207.01,4073104.38,1729026.71,3.2,0993188816001,0.0,I&V BIO S.A.
10370425.74,10618067.77,312201.88,0.47,0993188425001,1.0,EXPORTADORA Y COMERCIALIZADORA CARECA EXPORCARECA S.A.
2298640.7,9566677.35,497312.91,2.58,0993192155001,0.0,SKRETTING ARC ECUADOR S.A.
8700.51,48332.51,2992.44,1.13,0993193453001,0.0,AERO WANG AERWANG C.LTDA.
522718.81,495756.33,2689.29,1.05,1792978149001,0.0,ACUACULTORA ECUATORIANA DEL PACIFICO ACUAPACIFIC S.A.
21161527.32,7620849.32,469659.95,1.06,0791819393001,0.0,ASOCIACIÓN DE PRODUCTORES CAMARONEROS ASO&CAM S.A.
17204887.7,12374785.94,2349285.79,1.82,0993183857001,0.0,ENGUNGAMAR S.A.
1866665.5,3398068.42,242626.05,0.88,0993182060001,0.0,CAMARTAU S.A.
340954.97,591065.78,10038.6,1.06,0791825695001,0.0,PROOCEANIC S.A.
839318.45,373106.16,1010.8,0.85,0791826012001,0.0,LARVMAR S.A.
92948.9,51678.25,897.83,1.03,0791825059001,0.0,VEESPRO S.A.
7655610.56,9832505.81,360325.92,0.66,0993234044001,0.0,CAMARONERA AQUACAMARON CAMAQUA S.A.
18318.88,119321.18,-385.13,1.01,0791824753001,0.0,ADRICAM S.A.
1317248.64,1912623.72,7758.75,0.73,0791824982001,0.0,ESPINCORD S.A.
538423.0,267461.32,3962.9,0.97,0791823390001,0.0,GROWSHRIMP S.A.
7630395.1,11616773.54,-796794.75,0.38,0993225320001,0.0,CAMARONERA SAN JOSE CAMAJOSE S.A.
1000.0,13500.0,1000.0,0.0,0993218146001,0.0,CAMPROVAN S.A.
1543281.02,342344.82,43658.29,1.71,0791823099001,0.0,CORONEL Y COELLO MAR C&CMAR S.A.
102046.5,75420.06,10288.59,1.31,1793011381001,0.0,WAC CAMARON DE EXPORTACION CIA.LTDA.
49017.0,18622.47,1829.22,0.6,2490400942001,0.0,AQUAMARY JM S.A.S.
8979.74,63449.02,2323.57,1.04,0791841446001,0.0,GONALCAM CIA.LTDA.
1506669.58,453950.38,0.0,1.07,0993253103001,0.0,RODPESCA S.A.
1732316.57,499998.99,0.0,0.17,0993253057001,0.0,KAMYPESCA S.A.
736287.27,510648.09,11703.05,4.27,2490034342001,0.0,SUPRANAUPLIO S.A.
691993.71,1385189.95,13397.47,0.4,0791826926001,0.0,PRODULANG S.A.
1047024.19,840849.93,96023.33,1.05,0993370334001,0.0,KAI YUAN S.A.S.
95447.88,979058.11,2384.57,0.42,0791840587001,0.0,BLUSTAMP CIA.LTDA.
171691.42,67355.92,8805.24,1.35,0993370039001,0.0,IMPORTADORA KARDALI S.A.S.
15000.0,202287.86,301.36,1.0,0791840617001,0.0,IMPERIO DEL MAR IMPERMAR S.A.
17324.33,35132.04,852.41,0.0,1391932262001,0.0,PRODUCTORES ACUICOLAS & GANADEROS SALVLOOR PROSALH S.A.S.
0.04,15171.59,-60.0,1.02,0791840624001,0.0,OCVRA CIA.LTDA.
105890.0,26578.22,20096.64,4.67,2490399278001,0.0,LABORATORIO DE LARVAS ERMILAB S.A.
251054.72,11463.28,11453.28,0.0,1391932489001,0.0,AR-WORDLINVESTMENTS S.A.S.
268150.08,360951.04,60045.11,0.08,0791840771001,0.0,CORPORACIÓN PRODUCTORA JARAMILLO ARIAS CORPROJAR CIA.LTDA.
30.0,1001.9,1.9,0.0,1391933341001,0.0,LARDELSA S.A.S.
300.0,500.0,300.0,0.0,1391932286001,0.0,LABORATORIO DE LARVAS LARBLESSING S.A.S.
368591.0,500521.56,363883.09,24.17,0993370520001,0.0,BRICAM CONSULTORIA & PROYECTOS S.A.S.
369591.0,501547.56,364863.09,24.17,0993370522001,0.0,BRINERGY CONSULTORIA & PROYECTOS S.A.S.
332135.9,79856.58,1435.68,1.81,0791827205001,0.0,MASADA CIA.LTDA.
568377.82,356546.87,2143.79,1.06,0993255564001,0.0,MARE DEI AQUACULTURE MAREDEI S.A.
2145928.33,1366705.29,117623.88,1.15,2490034350001,0.0,LABMARCORSA S.A.
2947937.17,1383423.84,60298.25,0.96,0993257168001,0.0,FRAMACUA S.A.
277706.1,31986.13,16686.46,17.16,0993269026001,0.0,CAMARONSTARK S.A.
30106028.05,35717151.1,2401387.01,0.53,0791829518001,0.0,SHRIMPCORP S.A.
140000.0,941465.87,-16990.51,0.12,0993274259001,0.0,AM-EXPORTCAMP S.A.
26118.54,1473148.59,-128242.18,0.01,0993281859001,0.0,RODLAMAR S.A.
467137.77,568596.15,18827.92,1.03,0791831105001,0.0,ROOVICAM S.A.S.
49750.3,28854.81,7383.43,1.41,2490035411001,0.0,AQUACULTURE COMMERCE & SERVICES AQUACOMSER S.A.S.
77682.16,5722.08,414.64,0.0,0993258539001,0.0,PLUSCAMARON S.A.
133065.0,96986.15,-46633.32,1.69,0993261084001,0.0,SILVERLAB S.A.
288182.25,204036.33,3961.83,1.63,0993261785001,0.0,LELITASHRIMP S.A.S.
2988338.74,1086311.61,215662.18,1.59,1391914288001,0.0,LARDELCE S.A.
91932.06,80208.83,64161.84,5.34,0791833671001,0.0,PUNASEA S.A.
613445.14,257369.45,127498.54,0.27,0791834147001,0.0,CAMARONERAS RODMARV S.A.S.
2673958.53,4229360.11,-133588.47,0.63,0993315354001,0.0,TAURAMAR S.A.
1317877.98,533409.49,26943.13,1.12,0993317837001,0.0,WORLDSHRIMPCOMPANY S.A.S.
1642611.81,657470.34,129464.15,0.93,1391923430001,0.0,LARDELMO S.A.
79425.01,157887.79,571.54,3.36,0791829003001,0.0,HERMAJOB CIA.LTDA.
726137.9,90532.3,22815.96,1.27,0993273589001,0.0,INVERSIONES ACUICOLAS RODRIGUEZ LARA INAROLA S.A.
7850644.66,4975148.26,-22122.89,0.78,0993267937001,0.0,BIOGALE S.A.S.
1065195.46,319696.91,8611.0,1.0,0791829208001,0.0,CAMARONERA CELIAQUA CIA.LTDA.
84730.41,65956.38,-35788.91,2.87,1391918178001,0.0,BIOMU S.A.
120.0,61590.93,54.12,0.02,0993286729001,0.0,HELIOSAND S.A.
792490.22,495251.23,53274.45,1.04,0791831989001,0.0,PESQUEORO S.A.S.
42742.25,34563.66,641.37,0.0,2490036167001,0.0,CAMARON360 S.A.
903244.72,490214.41,959.79,0.8,0993292109001,0.0,CAMTA S.A.
16800.0,17600.0,16740.0,293.33,0791836336001,0.0,GRUCAMEX S.A.
2108044.2,513112.87,152484.55,1.2,1391920652001,0.0,DELMOMAR S.A.
8416481.68,2554502.43,381543.9,0.66,0993302643001,0.0,CAMARONES NATURALES NATUSHRIMP S.A.
6854604.41,2376618.49,170308.1,1.23,0791832888001,0.0,GOLDFISHING S.A.
137200.0,5409.86,2928.9,90.16,0791833760001,0.0,LARCAMPEZ S.A.S.
174827.43,555625.68,4980.41,1.04,0791833272001,0.0,YOUXIN CIA.LTDA.
16689060.29,12087137.25,-157003.77,1.15,0791833280001,0.0,LIGFA S.A.
898741.33,899279.42,22119.48,1.37,0791834899001,0.0,SANTANACORP-EC S.A.
279772.83,5412.51,3459.38,0.0,0993320404001,0.0,CAMARONERA STAMARIANITAJL S.A.
128186.0,150711.18,17996.81,1.09,0993338591001,0.0,AQUAPRODIS S.A.S.
450000.0,257940.58,21009.0,2.42,0791837707001,0.0,GRUPO-GUERRERO GRANDA CIA.LTDA.
129981.78,59715.51,-33.96,1.01,0791836816001,0.0,GUPALCAM S.A.
160510.0,33952.4,25483.19,0.0,1391929307001,0.0,BRICELARVAS S.A.S.
19590.0,12289.16,2229.16,204.81,0993340332001,0.0,JARAMILLO MINAYA JARAMINAY S.A.
4584.22,5980362.87,-36739.93,0.23,0993366960001,0.0,AGRICOLACAM S.A.S.
290266.57,208731.89,4702.0,1.31,0791837901001,0.0,EMPRESA CAMARONERA PROMAGOLDS S.A.S.
9602142.34,18162958.93,683480.46,2.99,0993344680001,0.0,CAMBRICA SELISA S.A.
4335400.04,15569067.01,-1316366.44,0.42,0993347868001,0.0,AGROCAMARON S.A.
551313.47,308010.84,9845.85,0.64,0791838835001,0.0,GOLDCAM CIA.LTDA.
279716.15,30733.66,10206.36,1.57,0993354910001,0.0,MARBRALAB S.A.S.
3863844.78,4838086.96,64659.26,0.62,0791839203001,0.0,CAMARONERA FAGUILL S.A.
268055.4,127629.95,2650.33,1.02,0993366807001,0.0,FERMARCOM S.A.
27750.12,27791.02,10846.57,1.69,1391931417001,0.0,BIOLARVA LABMANABI S.A.S.
1206263.7,3605668.19,-411089.7,1.05,0993366567001,0.0,MARPROVELSA S.A.S.
856598.66,900102.91,35559.6,1.04,0791840208001,0.0,CULTIVOS PACIFIMAR S.A.
300397.6,457021.34,3131.51,0.99,2490398824001,0.0,LARVAFER CAM S.A.S.
832204.35,499857.14,3497.49,1.08,0791840672001,0.0,CAMARONERA MANAGUA S.A.S.
95400.0,1156.0,956.0,0.0,2490399022001,0.0,JEMLAR S.A.S.
299000.0,307725.37,294173.9,24.51,0993371089001,0.0,EDAB SHRIMPCON S.A.S.
299000.0,307688.56,294137.09,24.51,0993371093001,0.0,VARIAL ENERGI S.A.S.
299000.0,307748.78,294197.28,24.51,0993371101001,0.0,EBRIAL CAMTRA S.A.S.
495671.06,260589.43,162248.8,2.45,2490399359001,0.0,GABSO EXPORT SHRIMP S.A.S.
1933482.87,660113.4,-39945.42,1.04,2490397992001,0.0,VIVILAB S.A.S.
944688.64,496083.89,238083.02,1.37,0993372680001,0.0,MARCO ANTONIO CASTILLO LEON S.A.S.
606063.41,183456.86,8886.43,0.89,2490397216001,0.0,CONTEPISALAB S.A.S.
68529.95,17491.99,-12318.58,2.41,0993367149001,0.0,ROYALCAM S.A.S.
343395.22,179197.2,42125.13,1.12,0993367636001,0.0,ACUAEXSA S.A.
414729.5,60548.32,16405.35,2.18,1391931906001,0.0,LOJIMAR S.A.S.
393826.13,161295.3,15232.3,1.99,0993367776001,0.0,NUTRICION Y SALUD COVENTINA S.A.S.
570269.91,5443307.18,7249.84,1.17,0993367811001,0.0,CAMPROEX S.A.S.
609666.19,1233413.09,6508.2,0.01,0791840364001,0.0,SONEG3 S.A.S.
6141.5,15100.0,0.0,1.0,0993368167001,0.0,CAMARONERA NORAMAC S.A.S.
197612.25,189538.39,150787.25,4.88,0993368413001,0.0,EFFICERE S.A.S.
253200.28,1856618.16,-220074.92,0.11,2490398141001,0.0,LA CHAMECITA S.A.S.
10.0,1010.0,10.0,0.0,0791840431001,0.0,LABORATORIO DE LARVAS DE CAMARON ECOMARINA DEL PACIFICO S.A.S.
27322.76,29265.29,20337.71,375.62,0993369544001,0.0,VASCONCELOS&SALAZAR VSGROUP S.A.
1524004.53,487074.28,53439.2,2.12,2490397968001,0.0,SANLAB FSA S.A.S.
620852.6,213721.53,174365.74,5.54,0993368804001,0.0,AQUANOVA S.A.S.
632523.93,173621.65,19984.42,1.13,0993368926001,0.0,LANGOSTINOS DEL SUR MV S.A.S.
10766.2,13500.0,2787.8,1.36,0993373417001,0.0,SHANKARA S.A.S.
85291.1,34145.92,7565.82,3.13,0791840961001,0.0,PRODSUACAM CIA.LTDA.
284101.7,209838.26,11394.38,0.98,0791841020001,0.0,PRODAQUA S.A.S.
5.75,10000.0,0.0,0.0,1391932896001,0.0,CAMARONERA AZMAR S.A.S. B.I.C.
362109.85,81378.59,7066.68,1.36,2490400918001,0.0,PROCULTIMAR S.A.S.
