cia_imvalores,ingresos_ventas,activos,patrimonio,utilidad_an_imp,impuesto_renta,n_empleados,ingresos_totales,utilidad_ejercicio,total_gastos,ruc,certificada
0.0,279716.15,30733.66,11206.36,10206.36,0.0,6.0,279716.15,10206.36,269509.79,0993354910001,0.0
0.0,0.0,10492.44,6014.06,-7963.86,0.0,4.0,0.0,-3981.93,3981.93,0993359718001,0.0
0.0,268055.4,127629.95,3450.33,3533.77,883.44,6.0,268055.4,4157.38,25490.72,0993366807001,0.0
0.0,0.0,8246.19,1656.42,666.42,10.0,2.0,0.0,784.02,8167.88,1391931733001,0.0
0.0,27750.12,27791.02,11412.5,10846.57,0.0,6.0,27750.12,10846.57,16903.55,1391931417001,0.0
0.0,1206263.7,3605668.19,10104.66,-411089.7,0.0,25.0,1206634.7,0.0,0.0,0993366567001,0.0
0.0,856598.66,900102.91,40317.33,0.0,13252.45,27.0,856598.66,62082.1,0.0,0791840208001,0.0
0.0,0.0,770.0,693.84,0.0,0.0,2.0,0.0,-106.16,106.16,1391932170001,0.0
0.0,832204.35,499857.14,4497.49,4584.96,1087.47,6.0,832204.35,5394.08,15062.54,0791840672001,0.0
0.0,0.0,1000.0,500.0,0.0,0.0,2.0,0.0,0.0,0.0,0993370842001,0.0
0.0,299000.0,307725.37,295173.9,298951.42,4777.52,1.0,299000.0,298951.42,48.58,0993371089001,0.0
0.0,299000.0,307688.56,295137.09,298914.61,4777.52,1.0,299000.0,298914.61,85.39,0993371093001,0.0
0.0,299000.0,307748.78,295197.28,298974.8,4777.52,1.0,299000.0,298974.8,25.2,0993371101001,0.0
0.0,495671.06,260589.43,181276.44,188987.38,8710.94,3.0,495671.06,222338.1,5434.87,2490399359001,0.0
0.0,1933482.87,660113.4,54759.11,0.0,37474.19,2.0,1933833.58,-2471.23,78835.18,2490397992001,0.0
0.0,944688.64,496083.89,238883.02,255774.31,35382.58,4.0,944688.64,0.0,18825.88,0993372680001,0.0
0.0,0.0,800.0,630.0,-170.0,0.0,2.0,0.0,-170.0,170.0,0993372906001,0.0
0.0,68529.95,17491.99,410.64,-11726.96,591.62,6.0,68529.95,-11726.96,36845.36,0993367149001,0.0
0.0,1220984.44,2984160.63,-531943.96,0.0,23217.21,19.0,1220984.44,-506333.51,106390.67,0791840296001,0.0
0.0,0.0,10000.0,8112.98,-1406.13,0.0,2.0,0.0,-1406.13,1406.13,1391931917001,0.0
0.0,0.0,5825.21,5259.73,-4740.27,0.0,2.0,0.0,-4740.27,4740.27,0791840313001,0.0
0.0,0.0,1128273.21,917.49,0.0,0.0,4.0,0.0,-1182.51,1182.51,2490397399001,0.0
0.0,343395.22,179197.2,42910.13,0.0,5665.42,4.0,343395.22,0.0,42317.26,0993367636001,0.0
0.0,251267.08,5311587.24,-9011.64,40.01,3822.84,2.0,252529.4,40.01,3746.11,0993367795001,0.0
0.0,414729.5,60548.32,32810.44,0.0,7092.11,5.0,414729.5,0.0,36528.02,1391931906001,0.0
0.0,393826.13,161295.3,16609.91,21906.34,6674.04,2.0,393826.13,21906.34,53979.45,0993367776001,0.0
0.0,570269.91,5443307.18,32249.84,12037.86,4824.34,7.0,570269.91,14162.19,45805.83,0993367811001,0.0
0.0,6141.5,15100.0,100.0,0.0,0.0,3.0,6141.5,0.0,9546.3,0993368167001,0.0
0.0,197612.25,189538.39,150738.39,0.0,0.0,1.0,197612.25,0.0,46825.0,0993368413001,0.0
0.0,27322.76,29265.29,24337.71,20470.94,133.23,2.0,27322.76,20470.94,393.31,0993369544001,0.0
0.0,0.0,423608.66,20173.43,233.43,120.0,2.0,448.0,233.43,214.57,0993370231001,0.0
0.0,0.0,3728917.97,20180.63,240.63,60.0,2.0,448.0,240.63,207.37,0993370225001,0.0
0.0,1524004.53,487074.28,54439.2,71327.04,17887.84,15.0,1524004.53,83914.16,702190.0,2490397968001,0.0
0.0,620852.6,213721.53,175165.74,185580.31,11214.57,2.0,620852.6,218329.78,85617.92,0993368804001,0.0
0.0,632523.93,173621.65,20984.42,0.0,8795.65,9.0,632523.93,19984.42,85066.34,0993368926001,0.0
0.0,10766.2,13500.0,3587.8,2847.8,60.0,2.0,10766.2,2847.8,3384.37,0993373417001,0.0
0.0,85291.1,34145.92,9565.82,8392.69,826.87,8.0,85291.1,9873.75,24764.28,0791840961001,0.0
0.0,0.0,120506.45,800.0,0.0,0.0,4.0,0.0,0.0,0.0,0993374201001,0.0
0.0,362109.85,81378.59,10566.68,9059.85,1993.16,2.0,362109.85,9059.85,4720.98,2490400918001,0.0
0.0,0.0,63810.31,2000.0,0.0,0.0,5.0,0.0,0.0,0.0,0993376135001,0.0
0.0,0.0,9732.4,1000.0,0.0,0.0,7.0,0.0,0.0,0.0,0791841628001,0.0
0.0,0.0,5000.0,4695.0,-305.0,0.0,2.0,0.0,-305.0,305.0,0791841841001,0.0
0.0,0.0,377678.51,-7491.82,0.0,0.0,4.0,0.0,0.0,12491.82,0791841830001,0.0
